Crop,Season,Agro_Zone,Zone_Group,mean_temp,rain_avg,Sand_pct,Silt_pct,Clay_pct,Soil_Type,N_kg_ha,P_kg_ha,K_kg_ha,Humidity_pct,pH
Sugarcane,Kharif,5,arid,28.38,80.39,38.74,25.97,35.29,clayey,178.8,78.3,80.9,55.9,6.14
Sugarcane,Kharif,5,arid,30.27,85.34,46.7,25.91,27.39,sandy,123.0,62.4,68.0,78.5,7.09
Maize,Kharif,6,plains,26.1,93.81,41.68,25.78,32.54,loamy,91.7,39.1,36.2,55.6,5.51
Rice,Kharif,1,humid,28.8,114.18,21.04,27.46,51.5,clayey,89.1,27.3,27.0,89.5,5.69
Wheat,Rabi,7,plains,23.71,60.6,36.29,32.77,30.94,loamy,68.5,28.5,34.3,66.0,6.53
Rice,Kharif,3,plains,32.46,128.16,21.02,38.11,40.87,clayey,148.4,50.9,54.7,85.6,5.4
Maize,Kharif,4,plains,30.41,91.55,48.41,35.04,16.55,sandy,108.9,48.4,46.2,57.6,7.41
Maize,Kharif,4,plains,25.27,91.57,43.63,36.34,20.03,loamy,85.9,32.6,30.4,78.3,5.89
Wheat,Rabi,5,arid,14.03,59.14,61.94,32.37,5.69,sandy,131.0,58.9,57.3,48.5,6.89
Rice,Kharif,14,humid,26.62,162.47,48.07,19.33,32.6,sandy,141.0,53.2,51.7,96.5,6.17
Sugarcane,Kharif,2,humid,25.29,151.25,22.88,29.22,47.9,clayey,179.7,79.6,72.3,86.6,7.32
Rice,Kharif,14,humid,30.6,179.96,34.92,22.48,42.6,clayey,139.5,45.7,55.9,96.5,6.4
Wheat,Rabi,7,plains,21.7,69.95,40.47,32.49,27.04,loamy,74.6,34.2,27.7,40.8,7.17
Wheat,Rabi,4,plains,20.78,63.92,56.66,29.62,13.72,sandy,98.4,45.9,41.3,49.2,6.5
Rice,Kharif,14,humid,28.03,180.7,34.55,32.55,32.9,loamy,145.2,47.3,56.3,97.0,5.31
Maize,Rabi,5,arid,30.46,76.51,49.84,24.93,25.23,sandy,129.9,57.0,55.1,51.1,6.36
Maize,Rabi,5,arid,18.15,64.76,47.4,40.46,12.14,sandy,84.8,36.8,33.5,70.3,6.48
Maize,Rabi,7,plains,28.39,87.95,29.03,25.15,45.82,clayey,148.0,55.4,57.3,65.4,5.77
Wheat,Rabi,7,plains,22.86,65.99,39.86,26.55,33.59,loamy,98.5,43.9,47.4,62.8,7.44
Sugarcane,Kharif,5,arid,29.08,80.44,45.36,29.74,24.9,sandy,242.7,90.0,91.4,56.2,7.36
Maize,Kharif,0,plains,20.54,85.48,64.72,25.37,9.91,sandy,110.2,49.7,46.4,62.8,6.16
Maize,Rabi,4,plains,23.76,88.72,40.95,32.58,26.47,loamy,114.1,40.1,42.2,51.0,6.85
Rice,Kharif,11,humid,25.57,171.39,29.91,24.45,45.64,clayey,143.3,52.5,50.7,77.6,5.73
Sugarcane,Kharif,5,arid,25.19,81.93,35.95,26.47,37.58,clayey,132.9,57.5,57.2,69.8,7.11
Wheat,Rabi,7,plains,20.07,67.63,41.24,34.07,24.69,loamy,88.2,35.2,28.0,62.2,6.52
Maize,Rabi,0,plains,18.75,85.52,61.73,29.41,8.86,sandy,147.8,51.4,59.5,74.3,6.54
Sugarcane,Kharif,11,humid,32.71,150.9,42.38,21.93,35.69,clayey,229.9,94.2,91.0,78.1,6.5
Wheat,Rabi,3,plains,21.15,70.0,40.55,37.21,22.24,loamy,66.3,35.8,25.1,38.1,6.26
Sugarcane,Kharif,11,humid,33.81,160.4,39.39,22.81,37.8,clayey,126.3,63.2,64.6,84.7,6.5
Sugarcane,Kharif,2,humid,27.44,129.61,20.82,36.45,42.73,clayey,190.0,83.3,84.5,66.8,6.75
Rice,Kharif,11,humid,32.5,189.78,17.47,31.71,50.82,clayey,108.4,36.5,37.3,86.0,4.72
Maize,Kharif,7,plains,24.05,89.42,34.67,28.66,36.67,clayey,104.2,41.0,43.4,59.5,6.17
Maize,Rabi,6,plains,31.5,90.43,41.51,28.16,30.33,loamy,111.7,46.0,41.5,70.5,7.38
Maize,Kharif,5,arid,24.58,80.23,58.52,26.12,15.36,sandy,118.3,40.0,40.2,67.4,6.71
Sugarcane,Kharif,9,plains,26.22,89.14,19.89,34.97,45.14,clayey,156.5,55.7,62.5,82.4,7.12
Wheat,Rabi,13,arid,23.21,40.47,72.8,20.38,6.82,sandy,71.8,32.7,35.3,61.2,7.16
Sugarcane,Kharif,5,arid,25.6,84.07,41.5,23.52,34.98,loamy,209.8,92.1,97.4,67.5,6.8
Wheat,Rabi,12,arid,20.53,65.64,50.09,27.31,22.6,sandy,138.2,55.1,54.9,38.0,7.28
Wheat,Rabi,8,plains,22.33,52.63,28.75,27.46,43.79,clayey,142.1,54.7,55.3,59.8,7.23
Maize,Kharif,0,plains,19.16,65.5,62.38,25.24,12.38,sandy,93.2,38.6,39.2,68.8,6.61
Sugarcane,Kharif,12,arid,27.11,85.86,25.35,28.92,45.73,clayey,178.2,78.4,76.5,56.9,6.39
Rice,Kharif,10,humid,24.85,135.98,17.65,42.06,40.29,clayey,136.4,54.0,58.8,92.9,6.09
Wheat,Rabi,7,plains,22.15,69.2,44.2,28.74,27.06,loamy,73.4,26.6,27.0,48.4,6.52
Sugarcane,Kharif,4,plains,26.5,98.76,32.57,31.29,36.14,clayey,194.7,76.6,72.0,70.7,6.77
Rice,Kharif,10,humid,30.68,103.25,23.78,37.97,38.25,clayey,109.0,45.1,37.8,85.2,6.08
Maize,Kharif,8,plains,25.83,91.78,23.96,34.08,41.96,clayey,139.7,52.4,57.5,79.0,6.38
Maize,Kharif,8,plains,26.81,79.83,28.92,27.81,43.27,clayey,105.5,48.0,49.7,58.6,6.68
Maize,Kharif,4,plains,24.41,91.87,47.63,38.96,13.41,sandy,83.7,37.3,34.3,77.0,7.44
Rice,Kharif,10,humid,28.67,108.54,25.13,37.64,37.23,clayey,129.5,45.6,51.4,90.6,6.24
Maize,Kharif,9,plains,30.35,77.63,39.14,36.21,24.65,loamy,89.9,31.0,34.9,51.7,5.6
Rice,Kharif,10,humid,32.54,111.21,10.62,32.09,57.29,clayey,81.9,32.1,27.9,88.4,4.52
Wheat,Rabi,5,arid,15.74,54.15,58.63,29.63,11.74,sandy,86.6,27.3,25.3,35.7,6.94
Rice,Kharif,14,humid,30.33,134.06,32.7,35.18,32.12,loamy,83.5,30.3,31.7,93.9,6.2
Wheat,Rabi,3,plains,21.65,70.0,47.38,31.21,21.41,sandy,93.5,45.7,39.4,43.2,6.57
Wheat,Rabi,7,plains,20.31,69.74,38.31,24.71,36.98,clayey,140.6,50.3,59.0,67.6,7.05
Rice,Kharif,10,humid,33.86,125.22,21.67,39.76,38.57,clayey,127.4,47.3,49.1,79.4,4.71
Wheat,Rabi,12,arid,21.46,54.63,57.06,21.4,21.54,sandy,61.5,25.2,33.0,58.5,6.13
Maize,Kharif,8,plains,28.0,64.2,26.68,29.83,43.49,clayey,140.3,51.8,54.3,76.4,6.15
Maize,Kharif,6,plains,23.35,98.84,44.0,30.19,25.81,loamy,85.4,39.8,39.5,77.5,6.27
Sugarcane,Kharif,4,plains,26.21,88.6,30.91,35.12,33.97,loamy,244.5,93.3,92.3,62.9,7.32
Rice,Kharif,2,humid,30.34,174.64,16.08,37.94,45.98,clayey,90.9,29.7,29.4,89.3,5.55
Maize,Kharif,5,arid,23.49,61.3,51.9,35.55,12.55,sandy,92.5,32.7,37.2,54.6,7.29
Rice,Kharif,1,humid,24.17,171.77,28.47,29.56,41.97,clayey,80.4,29.0,31.4,92.1,4.67
Rice,Kharif,6,plains,25.44,123.18,26.2,24.29,49.51,clayey,123.3,35.0,41.3,82.8,6.25
Maize,Kharif,9,plains,26.67,66.02,43.33,30.55,26.12,loamy,146.5,53.6,52.4,60.1,6.26
Maize,Kharif,5,arid,28.99,69.73,53.24,30.14,16.62,sandy,99.9,31.3,33.2,65.4,7.38
Wheat,Rabi,7,plains,22.54,63.64,38.85,22.04,39.11,clayey,61.4,33.4,33.9,46.9,7.32
Maize,Rabi,8,plains,29.05,89.85,19.39,33.62,46.99,clayey,93.3,31.9,36.0,70.5,5.91
Rice,Kharif,11,humid,28.56,177.2,18.95,34.65,46.4,clayey,140.0,51.5,52.5,95.1,5.73
Rice,Kharif,2,humid,28.92,171.28,19.41,27.41,53.18,clayey,142.5,54.8,59.8,89.0,6.16
Wheat,Rabi,13,arid,22.01,40.49,69.22,23.52,7.26,sandy,79.1,25.7,31.7,43.7,7.19
Maize,Kharif,8,plains,25.62,86.71,26.7,25.86,47.44,clayey,118.4,42.0,40.2,53.1,7.08
Maize,Rabi,6,plains,26.96,94.8,51.05,27.12,21.83,sandy,133.0,59.5,53.7,50.6,5.76
Rice,Kharif,2,humid,25.74,140.12,16.11,38.18,45.71,clayey,125.0,40.9,41.1,81.9,5.32
Rice,Kharif,6,plains,28.29,122.98,26.77,29.73,43.5,clayey,118.1,44.6,43.0,80.3,5.67
Rice,Kharif,11,humid,26.74,170.33,26.13,24.2,49.67,clayey,141.1,49.9,53.0,83.0,5.0
Sugarcane,Kharif,10,humid,29.95,166.18,30.29,38.01,31.7,loamy,213.3,98.3,91.2,76.2,7.03
Wheat,Rabi,7,plains,20.3,65.54,39.38,30.99,29.63,loamy,138.9,55.2,58.9,67.1,6.78
Wheat,Rabi,12,arid,20.94,51.98,53.93,26.63,19.44,sandy,135.8,55.7,49.5,37.6,7.49
Sugarcane,Kharif,11,humid,30.6,158.67,40.14,24.67,35.19,clayey,235.0,93.6,95.6,89.8,6.2
Maize,Kharif,6,plains,25.47,87.08,45.74,27.19,27.07,sandy,111.8,42.0,47.8,69.0,6.23
Maize,Rabi,7,plains,20.7,68.55,34.61,23.8,41.59,clayey,121.5,48.7,40.0,75.1,6.96
Sugarcane,Kharif,4,plains,23.06,93.47,43.42,28.18,28.4,loamy,160.1,59.4,58.6,69.9,7.36
Wheat,Rabi,8,plains,22.88,54.37,31.32,34.02,34.66,loamy,84.3,31.1,35.2,49.9,6.07
Maize,Rabi,4,plains,19.41,72.67,49.88,31.46,18.66,sandy,131.3,58.6,58.8,79.4,6.04
Maize,Kharif,5,arid,23.84,79.11,48.8,31.55,19.65,sandy,90.0,36.4,33.6,56.8,7.15
Sugarcane,Kharif,12,arid,25.74,81.84,36.92,29.97,33.11,loamy,225.5,96.9,95.8,55.2,6.71
Sugarcane,Kharif,12,arid,34.05,81.51,30.94,28.17,40.89,clayey,216.4,95.7,99.0,65.0,6.72
Rice,Kharif,11,humid,32.11,173.99,25.4,30.7,43.9,clayey,146.4,48.1,53.4,77.8,4.89
Wheat,Rabi,5,arid,17.9,51.39,51.27,31.35,17.38,sandy,74.2,25.2,29.9,39.8,6.57
Wheat,Rabi,13,arid,23.68,45.07,75.42,19.47,5.11,sandy,107.2,39.8,47.5,61.8,6.8
Rice,Kharif,14,humid,24.43,121.3,38.69,29.33,31.98,loamy,134.0,49.9,49.2,80.0,5.82
Sugarcane,Kharif,5,arid,22.14,80.73,41.17,30.65,28.18,loamy,239.3,88.2,95.4,60.6,6.05
Sugarcane,Kharif,3,plains,29.94,134.6,18.36,40.28,41.36,clayey,215.0,98.3,90.2,79.8,6.85
Sugarcane,Kharif,4,plains,33.23,102.63,30.66,33.22,36.12,clayey,220.7,87.5,86.2,63.2,6.75
Rice,Kharif,14,humid,25.87,164.74,40.71,18.9,40.39,clayey,117.2,36.2,41.6,81.9,5.93
Maize,Rabi,6,plains,22.47,92.47,38.39,29.95,31.66,loamy,87.6,34.2,36.6,59.2,6.08
Rice,Kharif,10,humid,25.25,152.44,23.18,37.72,39.1,clayey,137.5,45.9,56.2,77.8,5.7
Wheat,Rabi,5,arid,22.01,63.0,52.56,35.46,11.98,sandy,65.3,32.9,36.4,55.0,6.45
Sugarcane,Kharif,5,arid,32.45,82.19,34.69,35.33,29.98,loamy,134.8,61.7,66.1,56.8,7.07
Maize,Kharif,9,plains,30.09,80.44,33.39,37.37,29.24,loamy,116.9,47.6,42.6,61.7,7.01
Wheat,Rabi,13,arid,22.96,27.07,69.62,23.71,6.67,sandy,129.9,49.0,59.1,48.9,6.65
Maize,Kharif,4,plains,31.39,77.27,45.28,39.93,14.79,sandy,142.1,53.3,53.5,53.2,5.88
Sugarcane,Kharif,2,humid,24.56,129.83,15.74,41.85,42.41,clayey,151.7,62.1,61.7,85.0,6.69
Rice,Kharif,3,plains,30.74,126.04,8.73,33.9,57.37,clayey,117.3,42.1,36.6,91.0,5.34
Rice,Kharif,1,humid,27.48,123.35,21.22,32.09,46.69,clayey,119.8,42.9,40.7,78.8,4.74
Sugarcane,Kharif,12,arid,36.36,89.66,37.57,29.02,33.41,loamy,247.2,96.9,86.8,64.1,6.98
Maize,Kharif,6,plains,20.46,86.49,51.63,29.67,18.7,sandy,136.8,57.6,55.9,76.8,5.62
Sugarcane,Kharif,4,plains,25.89,92.41,32.23,27.68,40.09,clayey,179.7,77.9,70.3,76.2,6.09
Maize,Kharif,6,plains,23.95,95.26,40.38,31.44,28.18,loamy,90.4,36.4,39.4,68.5,6.94
Sugarcane,Kharif,3,plains,29.37,123.44,19.19,38.87,41.94,clayey,183.6,81.2,82.6,70.5,6.57
Wheat,Rabi,3,plains,23.3,70.0,48.14,39.23,12.63,sandy,62.0,35.1,29.5,40.3,6.58
Rice,Kharif,10,humid,31.91,129.91,9.05,35.51,55.44,clayey,123.4,40.6,42.9,88.8,4.59
Wheat,Rabi,8,plains,23.36,59.36,26.21,30.12,43.67,clayey,113.6,43.0,37.7,55.4,6.13
Wheat,Rabi,3,plains,22.7,70.0,49.09,27.1,23.81,sandy,74.6,28.0,30.3,56.7,7.29
Rice,Kharif,1,humid,24.51,156.47,20.96,33.58,45.46,clayey,89.2,27.4,27.4,96.4,6.5
Sugarcane,Kharif,5,arid,32.76,84.01,45.94,27.89,26.17,sandy,248.8,95.8,97.5,75.4,7.06
Wheat,Rabi,7,plains,20.01,63.0,42.83,19.33,37.84,clayey,113.7,45.8,42.0,57.4,7.46
Wheat,Rabi,4,plains,18.24,66.54,53.59,35.6,10.81,sandy,123.7,55.5,51.8,43.6,6.49
Rice,Kharif,11,humid,33.28,126.05,34.27,30.48,35.25,clayey,134.6,49.3,50.1,93.8,6.3
Maize,Rabi,0,plains,20.18,85.07,59.64,29.96,10.4,sandy,117.9,43.5,48.5,66.3,5.98
Rice,Kharif,11,humid,28.49,140.76,39.95,24.01,36.04,clayey,140.4,49.9,54.5,82.6,5.36
Sugarcane,Kharif,5,arid,32.63,87.84,40.29,30.81,28.9,loamy,152.2,60.0,61.4,78.1,6.56
Sugarcane,Kharif,4,plains,31.44,106.26,37.46,32.91,29.63,loamy,233.6,93.7,91.0,71.7,7.45
Rice,Kharif,11,humid,28.81,166.33,34.06,26.31,39.63,clayey,108.7,42.3,38.1,81.4,6.31
Sugarcane,Kharif,4,plains,33.23,112.41,30.21,33.76,36.03,clayey,196.6,78.6,81.4,63.9,6.58
Rice,Kharif,10,humid,31.38,115.13,22.62,37.87,39.51,clayey,88.1,27.3,25.6,89.0,4.93
Sugarcane,Kharif,2,humid,25.41,165.07,18.7,37.7,43.6,clayey,121.2,61.6,56.6,76.5,6.04
Sugarcane,Kharif,2,humid,31.87,121.83,17.59,32.15,50.26,clayey,232.1,87.4,97.6,79.4,6.89
Maize,Kharif,7,plains,28.64,61.33,26.67,33.79,39.54,clayey,94.7,30.6,36.5,66.9,6.99
Sugarcane,Kharif,11,humid,24.79,140.96,41.37,27.81,30.82,loamy,165.1,78.4,70.2,86.4,6.27
Sugarcane,Kharif,12,arid,31.69,83.66,32.73,23.74,43.53,clayey,161.0,67.7,67.5,56.9,6.98
Sugarcane,Kharif,5,arid,25.25,82.98,33.48,32.11,34.41,loamy,151.6,67.1,55.5,66.0,6.47
Maize,Rabi,5,arid,20.94,84.81,40.66,38.39,20.95,loamy,108.1,43.3,48.2,63.5,6.36
Wheat,Rabi,7,plains,20.53,60.81,34.96,30.59,34.45,loamy,125.0,55.5,50.0,59.8,6.74
Maize,Kharif,0,plains,19.63,56.67,51.2,30.33,18.47,sandy,88.0,35.9,39.3,50.7,5.77
Maize,Kharif,6,plains,28.2,104.24,49.46,29.12,21.42,sandy,124.7,41.9,47.5,60.8,5.61
Maize,Kharif,8,plains,24.48,82.13,26.26,30.15,43.59,clayey,117.0,42.4,46.6,58.3,6.51
Sugarcane,Kharif,4,plains,31.71,112.83,24.46,32.28,43.26,clayey,173.5,81.0,73.7,64.9,6.21
Maize,Kharif,7,plains,25.09,111.62,31.62,30.03,38.35,clayey,112.9,45.4,42.5,66.3,6.88
Maize,Kharif,4,plains,24.44,67.48,40.36,34.44,25.2,loamy,86.6,31.8,33.8,56.7,6.04
Wheat,Rabi,8,plains,23.08,60.48,38.37,19.69,41.94,clayey,142.8,56.3,57.2,63.4,7.26
Sugarcane,Kharif,5,arid,24.86,81.21,45.34,26.61,28.05,sandy,187.2,78.9,70.3,67.8,6.12
Rice,Kharif,14,humid,30.6,130.26,39.45,19.66,40.89,clayey,87.1,28.7,33.9,80.4,6.08
Maize,Kharif,9,plains,28.8,75.62,38.75,25.9,35.35,clayey,135.3,57.3,54.6,64.3,6.1
Sugarcane,Kharif,10,humid,25.87,117.13,25.36,32.92,41.72,clayey,202.0,80.6,75.1,82.0,6.39
Sugarcane,Kharif,11,humid,33.03,145.94,39.93,27.61,32.46,loamy,171.5,74.5,79.4,82.6,6.54
Wheat,Rabi,3,plains,23.82,70.0,47.21,27.6,25.19,sandy,73.5,27.7,25.8,57.7,6.49
Rice,Kharif,2,humid,35.68,118.58,4.87,40.82,54.31,clayey,130.7,49.4,51.8,95.5,5.16
Sugarcane,Kharif,2,humid,35.71,154.08,22.91,33.66,43.43,clayey,129.9,68.4,56.4,82.7,6.2
Maize,Rabi,8,plains,28.55,84.24,26.75,32.74,40.51,clayey,135.3,51.8,58.7,78.0,5.79
Wheat,Rabi,8,plains,23.25,57.55,30.5,31.21,38.29,clayey,75.9,30.6,30.7,63.1,6.88
Wheat,Rabi,8,plains,23.76,55.56,35.0,23.94,41.06,clayey,144.5,55.6,56.4,43.8,7.32
Rice,Kharif,6,plains,30.3,105.91,17.82,21.79,60.39,clayey,84.8,27.6,36.2,81.2,6.09
Sugarcane,Kharif,9,plains,34.1,88.28,30.75,26.58,42.67,clayey,170.9,77.2,79.9,63.6,6.81
Wheat,Rabi,7,plains,21.87,60.34,40.03,22.13,37.84,clayey,74.6,28.5,30.7,67.1,7.42
Sugarcane,Kharif,9,plains,29.26,93.25,23.83,28.9,47.27,clayey,225.7,95.9,94.0,60.9,7.22
Maize,Kharif,4,plains,19.18,77.07,46.53,34.11,19.36,sandy,83.9,39.7,33.7,59.3,7.41
Sugarcane,Kharif,10,humid,30.47,115.49,32.87,36.14,30.99,loamy,181.4,82.1,78.1,69.0,6.02
Wheat,Rabi,4,plains,21.57,64.43,60.05,30.7,9.25,sandy,142.6,57.8,59.9,64.3,7.1
Maize,Rabi,8,plains,29.34,58.66,35.25,23.8,40.95,clayey,129.6,51.9,59.7,58.6,7.23
Sugarcane,Kharif,4,plains,30.08,87.16,30.68,36.8,32.52,loamy,165.7,83.7,78.2,72.3,6.55
Maize,Kharif,7,plains,31.63,90.15,32.56,30.21,37.23,clayey,101.6,38.9,37.7,55.3,6.82
Rice,Kharif,14,humid,29.51,172.41,40.94,19.82,39.24,clayey,105.4,35.5,38.1,81.5,6.23
Wheat,Rabi,13,arid,22.87,38.73,70.19,17.8,12.01,sandy,120.8,57.5,49.9,42.4,6.72
Sugarcane,Kharif,10,humid,28.88,93.16,30.51,39.22,30.27,loamy,158.1,59.8,55.2,81.4,7.26
Maize,Kharif,5,arid,18.27,82.13,53.1,28.97,17.93,sandy,98.7,34.7,39.4,49.3,6.12
Sugarcane,Kharif,4,plains,22.28,86.98,35.38,28.29,36.33,clayey,161.4,61.5,63.3,84.7,6.54
Maize,Rabi,5,arid,20.34,46.28,50.68,28.7,20.62,sandy,100.9,37.8,36.2,63.9,7.45
Sugarcane,Kharif,10,humid,27.13,107.58,16.38,40.44,43.18,clayey,161.4,57.7,63.8,77.6,6.91
Rice,Kharif,3,plains,29.22,118.47,20.38,33.09,46.53,clayey,119.7,42.2,37.2,79.2,5.66
Wheat,Rabi,8,plains,23.13,58.85,34.75,23.87,41.38,clayey,61.6,26.8,28.9,61.9,7.09
Sugarcane,Kharif,9,plains,32.58,120.64,23.78,23.65,52.57,clayey,184.9,73.6,80.4,74.7,7.14
Wheat,Rabi,7,plains,22.4,66.24,31.98,39.48,28.54,loamy,80.1,33.2,32.0,57.5,6.4
Sugarcane,Kharif,12,arid,37.89,86.99,28.51,40.49,31.0,loamy,217.1,96.4,93.9,59.1,6.02
Wheat,Rabi,5,arid,16.98,56.95,59.53,34.92,5.55,sandy,73.7,25.1,27.8,53.7,7.31
Rice,Kharif,2,humid,27.43,179.81,19.0,25.92,55.08,clayey,143.7,53.4,59.7,82.5,5.06
Rice,Kharif,3,plains,25.34,138.42,22.83,33.0,44.17,clayey,129.9,46.3,55.6,75.3,5.52
Sugarcane,Kharif,11,humid,27.0,154.39,28.73,31.06,40.21,clayey,184.3,75.6,74.2,87.5,6.19
Sugarcane,Kharif,9,plains,26.91,86.83,25.51,20.88,53.61,clayey,139.0,58.5,58.9,60.4,7.13
Rice,Kharif,14,humid,29.86,155.58,39.74,23.23,37.03,clayey,120.4,41.4,38.2,97.8,5.03
Maize,Rabi,5,arid,21.15,53.78,46.71,35.39,17.9,sandy,116.9,48.8,48.8,50.0,7.05
Rice,Kharif,6,plains,23.95,111.84,23.46,25.33,51.21,clayey,81.3,25.2,26.2,75.8,4.75
Sugarcane,Kharif,3,plains,30.06,115.77,19.99,32.84,47.17,clayey,247.5,93.6,92.6,81.5,6.32
Maize,Kharif,9,plains,25.29,66.47,38.99,25.44,35.57,clayey,134.6,57.8,58.6,78.1,6.08
Wheat,Rabi,7,plains,20.63,60.44,34.66,29.26,36.08,clayey,71.5,26.9,28.2,41.3,6.9
Rice,Kharif,2,humid,27.9,131.47,16.28,31.12,52.6,clayey,91.6,32.9,33.5,88.4,4.82
Maize,Rabi,4,plains,20.09,85.5,46.23,31.25,22.52,sandy,143.7,58.0,59.5,74.9,5.53
Sugarcane,Kharif,5,arid,31.76,82.94,34.32,32.97,32.71,loamy,205.8,80.1,84.7,68.7,6.95
Rice,Kharif,2,humid,33.8,123.39,9.33,35.45,55.22,clayey,90.6,27.4,35.9,95.4,6.04
Rice,Kharif,6,plains,27.75,104.57,28.21,23.15,48.64,clayey,141.6,54.9,57.4,89.2,4.53
Sugarcane,Kharif,12,arid,26.23,82.1,35.36,29.46,35.18,clayey,195.4,74.0,75.2,74.6,7.03
Wheat,Rabi,7,plains,23.64,64.64,33.99,23.78,42.23,clayey,133.5,57.6,55.8,42.1,6.51
Maize,Kharif,9,plains,22.99,79.13,35.23,31.02,33.75,loamy,115.8,44.3,43.9,51.5,6.29
Sugarcane,Kharif,10,humid,26.36,119.19,21.58,36.68,41.74,clayey,197.1,70.5,76.4,69.6,6.11
Rice,Kharif,2,humid,27.49,149.72,16.49,37.0,46.51,clayey,88.7,30.3,25.0,77.8,4.87
Wheat,Rabi,12,arid,23.97,69.12,51.64,30.07,18.29,sandy,115.1,37.4,41.6,61.3,7.18
Rice,Kharif,10,humid,33.23,170.73,9.99,36.16,53.85,clayey,114.6,37.6,40.8,86.5,6.21
Maize,Kharif,7,plains,31.34,78.82,35.9,20.82,43.28,clayey,130.1,58.9,57.3,63.3,5.73
Wheat,Rabi,7,plains,22.69,62.75,34.31,31.01,34.68,loamy,145.8,59.0,53.4,47.2,7.18
Maize,Kharif,5,arid,25.65,54.63,45.98,41.88,12.14,sandy,98.2,39.7,30.2,59.3,6.14
Wheat,Rabi,3,plains,20.57,70.0,42.47,38.77,18.76,loamy,146.2,55.7,54.6,58.9,7.05
Wheat,Rabi,12,arid,22.67,49.69,43.71,33.54,22.75,loamy,144.8,58.2,51.3,59.9,7.33
Sugarcane,Kharif,2,humid,33.19,134.38,26.94,30.33,42.73,clayey,173.0,72.7,81.8,74.4,7.05
Rice,Kharif,1,humid,23.49,181.85,27.11,25.02,47.87,clayey,109.0,43.7,38.6,81.0,6.14
Wheat,Rabi,8,plains,23.19,59.94,37.06,26.43,36.51,clayey,81.3,33.0,36.4,67.6,6.2
Sugarcane,Kharif,12,arid,30.67,82.82,25.61,43.28,31.11,loamy,235.5,90.7,94.7,63.1,6.53
Wheat,Rabi,4,plains,19.0,62.11,54.91,27.88,17.21,sandy,124.8,48.8,59.7,51.3,7.49
Maize,Kharif,7,plains,22.26,111.58,32.98,32.26,34.76,loamy,133.2,51.8,57.2,57.7,5.95
Wheat,Rabi,4,plains,22.6,62.73,47.28,39.97,12.75,sandy,136.5,54.6,55.3,51.9,6.07
Sugarcane,Kharif,4,plains,22.74,99.04,35.27,30.35,34.38,loamy,226.5,96.6,97.7,66.7,7.07
Sugarcane,Kharif,10,humid,27.36,100.95,29.29,28.81,41.9,clayey,216.5,97.0,88.0,71.7,6.08
Maize,Rabi,9,plains,22.47,85.94,42.67,34.65,22.68,loamy,142.9,59.8,59.6,74.8,5.55
Wheat,Rabi,3,plains,20.67,70.0,46.67,41.15,12.18,sandy,104.3,36.8,46.3,45.4,7.3
Sugarcane,Kharif,4,plains,27.14,93.04,31.49,34.76,33.75,loamy,200.9,75.4,74.8,76.1,6.2
Maize,Kharif,9,plains,25.05,92.59,44.56,24.62,30.82,loamy,141.8,56.9,57.8,50.6,6.54
Wheat,Rabi,12,arid,22.83,41.88,49.43,36.45,14.12,sandy,123.3,52.6,51.6,58.2,6.01
Rice,Kharif,10,humid,31.07,175.25,19.22,38.93,41.85,clayey,121.2,44.9,47.8,83.9,4.58
Wheat,Rabi,4,plains,18.58,66.93,46.79,28.25,24.96,sandy,145.1,56.5,53.2,46.1,6.66
Wheat,Rabi,4,plains,22.1,66.97,52.24,40.62,7.14,sandy,129.9,52.7,53.0,51.1,7.23
Rice,Kharif,3,plains,23.76,124.12,16.03,35.72,48.25,clayey,130.4,45.5,58.6,73.3,6.29
Sugarcane,Kharif,5,arid,29.57,80.99,47.54,28.94,23.52,sandy,223.8,87.3,88.6,63.0,6.79
Maize,Kharif,0,plains,19.92,84.82,58.28,26.47,15.25,sandy,92.3,31.4,35.9,60.8,7.35
Sugarcane,Kharif,3,plains,34.69,113.47,28.21,35.69,36.1,clayey,210.0,88.9,88.1,74.1,6.45
Sugarcane,Kharif,9,plains,30.46,88.89,24.12,28.23,47.65,clayey,187.8,71.1,72.7,61.3,7.02
Sugarcane,Kharif,2,humid,25.25,103.24,18.18,37.87,43.95,clayey,204.9,78.7,82.3,79.3,6.5
Rice,Kharif,1,humid,24.98,152.68,19.92,37.82,42.26,clayey,121.0,38.1,42.7,82.4,6.37
Maize,Kharif,6,plains,26.52,119.03,48.12,19.92,31.96,sandy,106.7,46.6,41.4,61.0,5.92
Sugarcane,Kharif,2,humid,22.63,144.42,23.46,35.51,41.03,clayey,185.6,73.6,83.1,72.9,6.29
Sugarcane,Kharif,3,plains,22.6,89.51,20.4,39.41,40.19,clayey,157.9,68.9,60.1,69.9,6.34
Rice,Kharif,3,plains,27.73,100.05,19.19,32.93,47.88,clayey,115.5,35.7,38.8,74.8,5.57
Sugarcane,Kharif,9,plains,32.81,117.85,27.78,28.96,43.26,clayey,150.4,61.1,56.5,73.0,6.97
Sugarcane,Kharif,10,humid,30.99,139.82,29.18,33.16,37.66,clayey,134.3,68.1,64.1,78.3,7.15
Sugarcane,Kharif,12,arid,28.14,80.01,37.83,26.73,35.44,clayey,222.5,85.4,93.5,73.3,7.13
Wheat,Rabi,13,arid,22.01,44.31,72.43,18.68,8.89,sandy,148.1,52.8,56.6,54.1,6.92
